issue number,date,number,place1,place2,place3,day of week,year,month,day,,,,,,,,,,,,,,,
5236,2019/8/6,912,9,1,2,Tuesday,2019,8,6,,,,,,,,,,,,,,,
5237,2019/8/7,975,9,7,5,Wednesday,2019,8,7,,,,,,,,,,,,,,,
5238,2019/8/8,859,8,5,9,Thursday,2019,8,8,,,,,,,,,,,,,,,
5239,2019/8/9,613,6,1,3,Friday,2019,8,9,,,,,,,,,,,,,,,
5240,2019/8/12,596,5,9,6,Monday,2019,8,12,,,,,,,,,,,,,,,
5241,2019/8/13,426,4,2,6,Tuesday,2019,8,13,,,,,,,,,,,,,,,
5242,2019/8/14,882,8,8,2,Wednesday,2019,8,14,,,,,,,,,,,,,,,
5243,2019/8/15,557,5,5,7,Thursday,2019,8,15,,,,,,,,,,,,,,,
5244,2019/8/16,254,2,5,4,Friday,2019,8,16,,,,,,,,,,,,,,,
5245,2019/8/19,9,0,0,9,Monday,2019,8,19,,,,,,,,,,,,,,,
5246,2019/8/20,554,5,5,4,Tuesday,2019,8,20,,,,,,,,,,,,,,,
5247,2019/8/21,430,4,3,0,Wednesday,2019,8,21,,,,,,,,,,,,,,,
5248,2019/8/22,297,2,9,7,Thursday,2019,8,22,,,,,,,,,,,,,,,
5249,2019/8/23,633,6,3,3,Friday,2019,8,23,,,,,,,,,,,,,,,
5250,2019/8/26,848,8,4,8,Monday,2019,8,26,,,,,,,,,,,,,,,
5251,2019/8/27,680,6,8,0,Tuesday,2019,8,27,,,,,,,,,,,,,,,
5252,2019/8/28,246,2,4,6,Wednesday,2019,8,28,,,,,,,,,,,,,,,
5253,2019/8/29,856,8,5,6,Thursday,2019,8,29,,,,,,,,,,,,,,,
5254,2019/8/30,43,0,4,3,Friday,2019,8,30,,,,,,,,,,,,,,,
5255,2019/9/2,971,9,7,1,Monday,2019,9,2,,,,,,,,,,,,,,,
5256,2019/9/3,874,8,7,4,Tuesday,2019,9,3,,,,,,,,,,,,,,,
5257,2019/9/4,12,0,1,2,Wednesday,2019,9,4,,,,,,,,,,,,,,,
5258,2019/9/5,773,7,7,3,Thursday,2019,9,5,,,,,,,,,,,,,,,
5259,2019/9/6,489,4,8,9,Friday,2019,9,6,,,,,,,,,,,,,,,
5260,2019/9/9,32,0,3,2,Monday,2019,9,9,,,,,,,,,,,,,,,
5261,2019/9/10,557,5,5,7,Tuesday,2019,9,10,,,,,,,,,,,,,,,
5262,2019/9/11,169,1,6,9,Wednesday,2019,9,11,,,,,,,,,,,,,,,
5263,2019/9/12,304,3,0,4,Thursday,2019,9,12,,,,,,,,,,,,,,,
5264,2019/9/13,910,9,1,0,Friday,2019,9,13,,,,,,,,,,,,,,,
5265,2019/9/16,133,1,3,3,Monday,2019,9,16,,,,,,,,,,,,,,,
5266,2019/9/17,323,3,2,3,Tuesday,2019,9,17,,,,,,,,,,,,,,,
5267,2019/9/18,786,7,8,6,Wednesday,2019,9,18,,,,,,,,,,,,,,,
5268,2019/9/19,583,5,8,3,Thursday,2019,9,19,,,,,,,,,,,,,,,
5269,2019/9/20,240,2,4,0,Friday,2019,9,20,,,,,,,,,,,,,,,
5270,2019/9/23,825,8,2,5,Monday,2019,9,23,,,,,,,,,,,,,,,
5271,2019/9/24,69,0,6,9,Tuesday,2019,9,24,,,,,,,,,,,,,,,
5272,2019/9/25,665,6,6,5,Wednesday,2019,9,25,,,,,,,,,,,,,,,
5273,2019/9/26,876,8,7,6,Thursday,2019,9,26,,,,,,,,,,,,,,,
5274,2019/9/27,286,2,8,6,Friday,2019,9,27,,,,,,,,,,,,,,,
5275,2019/9/30,766,7,6,6,Monday,2019,9,30,,,,,,,,,,,,,,,
5276,2019/10/1,597,5,9,7,Tuesday,2019,10,1,,,,,,,,,,,,,,,
5277,2019/10/2,715,7,1,5,Wednesday,2019,10,2,,,,,,,,,,,,,,,
5278,2019/10/3,635,6,3,5,Thursday,2019,10,3,,,,,,,,,,,,,,,
5279,2019/10/4,705,7,0,5,Friday,2019,10,4,,,,,,,,,,,,,,,
5280,2019/10/7,902,9,0,2,Monday,2019,10,7,,,,,,,,,,,,,,,
5281,2019/10/8,764,7,6,4,Tuesday,2019,10,8,,,,,,,,,,,,,,,
5282,2019/10/9,361,3,6,1,Wednesday,2019,10,9,,,,,,,,,,,,,,,
5283,2019/10/10,191,1,9,1,Thursday,2019,10,10,,,,,,,,,,,,,,,
5284,2019/10/11,207,2,0,7,Friday,2019,10,11,,,,,,,,,,,,,,,
5285,2019/10/14,163,1,6,3,Monday,2019,10,14,,,,,,,,,,,,,,,
5286,2019/10/15,393,3,9,3,Tuesday,2019,10,15,,,,,,,,,,,,,,,
5287,2019/10/16,984,9,8,4,Wednesday,2019,10,16,,,,,,,,,,,,,,,
5288,2019/10/17,814,8,1,4,Thursday,2019,10,17,,,,,,,,,,,,,,,
5289,2019/10/18,776,7,7,6,Friday,2019,10,18,,,,,,,,,,,,,,,
5290,2019/10/21,808,8,0,8,Monday,2019,10,21,,,,,,,,,,,,,,,
5291,2019/10/22,158,1,5,8,Tuesday,2019,10,22,,,,,,,,,,,,,,,
5292,2019/10/23,822,8,2,2,Wednesday,2019,10,23,,,,,,,,,,,,,,,
5293,2019/10/24,530,5,3,0,Thursday,2019,10,24,,,,,,,,,,,,,,,
5294,2019/10/25,175,1,7,5,Friday,2019,10,25,,,,,,,,,,,,,,,
5295,2019/10/28,762,7,6,2,Monday,2019,10,28,,,,,,,,,,,,,,,
5296,2019/10/29,716,7,1,6,Tuesday,2019,10,29,,,,,,,,,,,,,,,
5297,2019/10/30,920,9,2,0,Wednesday,2019,10,30,,,,,,,,,,,,,,,
5298,2019/10/31,134,1,3,4,Thursday,2019,10,31,,,,,,,,,,,,,,,
5299,2019/11/1,317,3,1,7,Friday,2019,11,1,,,,,,,,,,,,,,,
5300,2019/11/4,465,4,6,5,Monday,2019,11,4,,,,,,,,,,,,,,,
5301,2019/11/5,601,6,0,1,Tuesday,2019,11,5,,,,,,,,,,,,,,,
5302,2019/11/6,219,2,1,9,Wednesday,2019,11,6,,,,,,,,,,,,,,,
5303,2019/11/7,612,6,1,2,Thursday,2019,11,7,,,,,,,,,,,,,,,
5304,2019/11/8,153,1,5,3,Friday,2019,11,8,,,,,,,,,,,,,,,
5305,2019/11/11,544,5,4,4,Monday,2019,11,11,,,,,,,,,,,,,,,
5306,2019/11/12,961,9,6,1,Tuesday,2019,11,12,,,,,,,,,,,,,,,
5307,2019/11/13,828,8,2,8,Wednesday,2019,11,13,,,,,,,,,,,,,,,
5308,2019/11/14,831,8,3,1,Thursday,2019,11,14,,,,,,,,,,,,,,,
5309,2019/11/15,818,8,1,8,Friday,2019,11,15,,,,,,,,,,,,,,,
5310,2019/11/18,275,2,7,5,Monday,2019,11,18,,,,,,,,,,,,,,,
5311,2019/11/19,695,6,9,5,Tuesday,2019,11,19,,,,,,,,,,,,,,,
5312,2019/11/20,363,3,6,3,Wednesday,2019,11,20,,,,,,,,,,,,,,,
5313,2019/11/21,204,2,0,4,Thursday,2019,11,21,,,,,,,,,,,,,,,
5314,2019/11/22,94,0,9,4,Friday,2019,11,22,,,,,,,,,,,,,,,
5315,2019/11/25,962,9,6,2,Monday,2019,11,25,,,,,,,,,,,,,,,
5316,2019/11/26,118,1,1,8,Tuesday,2019,11,26,,,,,,,,,,,,,,,
5317,2019/11/27,565,5,6,5,Wednesday,2019,11,27,,,,,,,,,,,,,,,
5318,2019/11/28,491,4,9,1,Thursday,2019,11,28,,,,,,,,,,,,,,,
5319,2019/11/29,339,3,3,9,Friday,2019,11,29,,,,,,,,,,,,,,,
5320,2019/12/2,448,4,4,8,Monday,2019,12,2,,,,,,,,,,,,,,,
5321,2019/12/3,242,2,4,2,Tuesday,2019,12,3,,,,,,,,,,,,,,,
5322,2019/12/4,895,8,9,5,Wednesday,2019,12,4,,,,,,,,,,,,,,,
5323,2019/12/5,340,3,4,0,Thursday,2019,12,5,,,,,,,,,,,,,,,
5324,2019/12/6,694,6,9,4,Friday,2019,12,6,,,,,,,,,,,,,,,
5325,2019/12/9,869,8,6,9,Monday,2019,12,9,,,,,,,,,,,,,,,
5326,2019/12/10,436,4,3,6,Tuesday,2019,12,10,,,,,,,,,,,,,,,
5327,2019/12/11,247,2,4,7,Wednesday,2019,12,11,,,,,,,,,,,,,,,
5328,2019/12/12,844,8,4,4,Thursday,2019,12,12,,,,,,,,,,,,,,,
5329,2019/12/13,865,8,6,5,Friday,2019,12,13,,,,,,,,,,,,,,,
5330,2019/12/16,491,4,9,1,Monday,2019,12,16,,,,,,,,,,,,,,,
5331,2019/12/17,392,3,9,2,Tuesday,2019,12,17,,,,,,,,,,,,,,,
5332,2019/12/18,626,6,2,6,Wednesday,2019,12,18,,,,,,,,,,,,,,,
5333,2019/12/19,680,6,8,0,Thursday,2019,12,19,,,,,,,,,,,,,,,
5334,2019/12/20,325,3,2,5,Friday,2019,12,20,,,,,,,,,,,,,,,
5335,2019/12/23,349,3,4,9,Monday,2019,12,23,,,,,,,,,,,,,,,
5336,2019/12/24,79,0,7,9,Tuesday,2019,12,24,,,,,,,,,,,,,,,
5337,2019/12/25,113,1,1,3,Wednesday,2019,12,25,,,,,,,,,,,,,,,
5338,2019/12/26,914,9,1,4,Thursday,2019,12,26,,,,,,,,,,,,,,,
5339,2019/12/27,475,4,7,5,Friday,2019,12,27,,,,,,,,,,,,,,,
5340,2019/12/30,721,7,2,1,Monday,2019,12,30,,,,,,,,,,,,,,,
5341,2020/1/6,887,8,8,7,Monday,2020,1,6,,,,,,,,,,,,,,,
5342,2020/1/7,109,1,0,9,Tuesday,2020,1,7,,,,,,,,,,,,,,,
5343,2020/1/8,527,5,2,7,Wednesday,2020,1,8,,,,,,,,,,,,,,,
5344,2020/1/9,409,4,0,9,Thursday,2020,1,9,,,,,,,,,,,,,,,
5345,2020/1/10,785,7,8,5,Friday,2020,1,10,,,,,,,,,,,,,,,
5346,2020/1/13,705,7,0,5,Monday,2020,1,13,,,,,,,,,,,,,,,
5347,2020/1/14,428,4,2,8,Tuesday,2020,1,14,,,,,,,,,,,,,,,
5348,2020/1/15,565,5,6,5,Wednesday,2020,1,15,,,,,,,,,,,,,,,
5349,2020/1/16,592,5,9,2,Thursday,2020,1,16,,,,,,,,,,,,,,,
5350,2020/1/17,626,6,2,6,Friday,2020,1,17,,,,,,,,,,,,,,,
5351,2020/1/20,485,4,8,5,Monday,2020,1,20,,,,,,,,,,,,,,,
5352,2020/1/21,69,0,6,9,Tuesday,2020,1,21,,,,,,,,,,,,,,,
5353,2020/1/22,444,4,4,4,Wednesday,2020,1,22,,,,,,,,,,,,,,,
5354,2020/1/23,366,3,6,6,Thursday,2020,1,23,,,,,,,,,,,,,,,
5355,2020/1/24,629,6,2,9,Friday,2020,1,24,,,,,,,,,,,,,,,
5356,2020/1/27,345,3,4,5,Monday,2020,1,27,,,,,,,,,,,,,,,
5357,2020/1/28,2,0,0,2,Tuesday,2020,1,28,,,,,,,,,,,,,,,
5358,2020/1/29,312,3,1,2,Wednesday,2020,1,29,,,,,,,,,,,,,,,
5359,2020/1/30,472,4,7,2,Thursday,2020,1,30,,,,,,,,,,,,,,,
5360,2020/1/31,436,4,3,6,Friday,2020,1,31,,,,,,,,,,,,,,,
5361,2020/2/3,272,2,7,2,Monday,2020,2,3,,,,,,,,,,,,,,,
5362,2020/2/4,514,5,1,4,Tuesday,2020,2,4,,,,,,,,,,,,,,,
5363,2020/2/5,108,1,0,8,Wednesday,2020,2,5,,,,,,,,,,,,,,,
5364,2020/2/6,577,5,7,7,Thursday,2020,2,6,,,,,,,,,,,,,,,
5365,2020/2/7,433,4,3,3,Friday,2020,2,7,,,,,,,,,,,,,,,
5366,2020/2/10,516,5,1,6,Monday,2020,2,10,,,,,,,,,,,,,,,
5367,2020/2/11,720,7,2,0,Tuesday,2020,2,11,,,,,,,,,,,,,,,
5368,2020/2/12,503,5,0,3,Wednesday,2020,2,12,,,,,,,,,,,,,,,
5369,2020/2/13,123,1,2,3,Thursday,2020,2,13,,,,,,,,,,,,,,,
5370,2020/2/14,6,0,0,6,Friday,2020,2,14,,,,,,,,,,,,,,,
5371,2020/2/17,5,0,0,5,Monday,2020,2,17,,,,,,,,,,,,,,,
5372,2020/2/18,386,3,8,6,Tuesday,2020,2,18,,,,,,,,,,,,,,,
5373,2020/2/19,461,4,6,1,Wednesday,2020,2,19,,,,,,,,,,,,,,,
5374,2020/2/20,518,5,1,8,Thursday,2020,2,20,,,,,,,,,,,,,,,
5375,2020/2/21,206,2,0,6,Friday,2020,2,21,,,,,,,,,,,,,,,
5376,2020/2/24,996,9,9,6,Monday,2020,2,24,,,,,,,,,,,,,,,
5377,2020/2/25,445,4,4,5,Tuesday,2020,2,25,,,,,,,,,,,,,,,
5378,2020/2/26,528,5,2,8,Wednesday,2020,2,26,,,,,,,,,,,,,,,
5379,2020/2/27,907,9,0,7,Thursday,2020,2,27,,,,,,,,,,,,,,,
5380,2020/2/28,780,7,8,0,Friday,2020,2,28,,,,,,,,,,,,,,,
5381,2020/3/2,843,8,4,3,Monday,2020,3,2,,,,,,,,,,,,,,,
5382,2020/3/3,178,1,7,8,Tuesday,2020,3,3,,,,,,,,,,,,,,,
5383,2020/3/4,452,4,5,2,Wednesday,2020,3,4,,,,,,,,,,,,,,,
5384,2020/3/5,73,0,7,3,Thursday,2020,3,5,,,,,,,,,,,,,,,
5385,2020/3/6,162,1,6,2,Friday,2020,3,6,,,,,,,,,,,,,,,
5386,2020/3/9,921,9,2,1,Monday,2020,3,9,,,,,,,,,,,,,,,
5387,2020/3/10,372,3,7,2,Tuesday,2020,3,10,,,,,,,,,,,,,,,
5388,2020/3/11,168,1,6,8,Wednesday,2020,3,11,,,,,,,,,,,,,,,
5389,2020/3/12,233,2,3,3,Thursday,2020,3,12,,,,,,,,,,,,,,,
5390,2020/3/13,504,5,0,4,Friday,2020,3,13,,,,,,,,,,,,,,,
5391,2020/3/16,983,9,8,3,Monday,2020,3,16,,,,,,,,,,,,,,,
5392,2020/3/17,679,6,7,9,Tuesday,2020,3,17,,,,,,,,,,,,,,,
5393,2020/3/18,738,7,3,8,Wednesday,2020,3,18,,,,,,,,,,,,,,,
5394,2020/3/19,376,3,7,6,Thursday,2020,3,19,,,,,,,,,,,,,,,
5395,2020/3/20,397,3,9,7,Friday,2020,3,20,,,,,,,,,,,,,,,
5396,2020/3/23,63,0,6,3,Monday,2020,3,23,,,,,,,,,,,,,,,
5397,2020/3/24,477,4,7,7,Tuesday,2020,3,24,,,,,,,,,,,,,,,
5398,2020/3/25,509,5,0,9,Wednesday,2020,3,25,,,,,,,,,,,,,,,
5399,2020/3/26,930,9,3,0,Thursday,2020,3,26,,,,,,,,,,,,,,,
5400,2020/3/27,938,9,3,8,Friday,2020,3,27,,,,,,,,,,,,,,,
5401,2020/3/30,574,5,7,4,Monday,2020,3,30,,,,,,,,,,,,,,,
5402,2020/3/31,724,7,2,4,Tuesday,2020,3,31,,,,,,,,,,,,,,,
5403,2020/4/1,176,1,7,6,Wednesday,2020,4,1,,,,,,,,,,,,,,,
5404,2020/4/2,10,0,1,0,Thursday,2020,4,2,,,,,,,,,,,,,,,
5405,2020/4/3,802,8,0,2,Friday,2020,4,3,,,,,,,,,,,,,,,
5406,2020/4/6,602,6,0,2,Monday,2020,4,6,,,,,,,,,,,,,,,
5407,2020/4/7,221,2,2,1,Tuesday,2020,4,7,,,,,,,,,,,,,,,
5408,2020/4/8,925,9,2,5,Wednesday,2020,4,8,,,,,,,,,,,,,,,
5409,2020/4/9,505,5,0,5,Thursday,2020,4,9,,,,,,,,,,,,,,,
5410,2020/4/10,182,1,8,2,Friday,2020,4,10,,,,,,,,,,,,,,,
5411,2020/4/13,684,6,8,4,Monday,2020,4,13,,,,,,,,,,,,,,,
5412,2020/4/14,909,9,0,9,Tuesday,2020,4,14,,,,,,,,,,,,,,,
5413,2020/4/15,962,9,6,2,Wednesday,2020,4,15,,,,,,,,,,,,,,,
5414,2020/4/16,10,0,1,0,Thursday,2020,4,16,,,,,,,,,,,,,,,
5415,2020/4/17,391,3,9,1,Friday,2020,4,17,,,,,,,,,,,,,,,
5416,2020/4/20,950,9,5,0,Monday,2020,4,20,,,,,,,,,,,,,,,
5417,2020/4/21,889,8,8,9,Tuesday,2020,4,21,,,,,,,,,,,,,,,
5418,2020/4/22,489,4,8,9,Wednesday,2020,4,22,,,,,,,,,,,,,,,
5419,2020/4/23,804,8,0,4,Thursday,2020,4,23,,,,,,,,,,,,,,,
5420,2020/4/24,654,6,5,4,Friday,2020,4,24,,,,,,,,,,,,,,,
5421,2020/4/27,867,8,6,7,Monday,2020,4,27,,,,,,,,,,,,,,,
5422,2020/4/28,843,8,4,3,Tuesday,2020,4,28,,,,,,,,,,,,,,,
5423,2020/4/29,457,4,5,7,Wednesday,2020,4,29,,,,,,,,,,,,,,,
5424,2020/4/30,54,0,5,4,Thursday,2020,4,30,,,,,,,,,,,,,,,
5425,2020/5/1,815,8,1,5,Friday,2020,5,1,,,,,,,,,,,,,,,
5426,2020/5/4,534,5,3,4,Monday,2020,5,4,,,,,,,,,,,,,,,
5427,2020/5/5,809,8,0,9,Tuesday,2020,5,5,,,,,,,,,,,,,,,
5428,2020/5/6,348,3,4,8,Wednesday,2020,5,6,,,,,,,,,,,,,,,
5429,2020/5/7,33,0,3,3,Thursday,2020,5,7,,,,,,,,,,,,,,,
5430,2020/5/8,278,2,7,8,Friday,2020,5,8,,,,,,,,,,,,,,,
5431,2020/5/11,837,8,3,7,Monday,2020,5,11,,,,,,,,,,,,,,,
5432,2020/5/12,996,9,9,6,Tuesday,2020,5,12,,,,,,,,,,,,,,,
5433,2020/5/13,860,8,6,0,Wednesday,2020,5,13,,,,,,,,,,,,,,,
5434,2020/5/14,700,7,0,0,Thursday,2020,5,14,,,,,,,,,,,,,,,
5435,2020/5/15,325,3,2,5,Friday,2020,5,15,,,,,,,,,,,,,,,
5436,2020/5/18,803,8,0,3,Monday,2020,5,18,,,,,,,,,,,,,,,
5437,2020/5/19,162,1,6,2,Tuesday,2020,5,19,,,,,,,,,,,,,,,
5438,2020/5/20,729,7,2,9,Wednesday,2020,5,20,,,,,,,,,,,,,,,
5439,2020/5/21,684,6,8,4,Thursday,2020,5,21,,,,,,,,,,,,,,,
5440,2020/5/22,406,4,0,6,Friday,2020,5,22,,,,,,,,,,,,,,,
5441,2020/5/25,663,6,6,3,Monday,2020,5,25,,,,,,,,,,,,,,,
5442,2020/5/26,178,1,7,8,Tuesday,2020,5,26,,,,,,,,,,,,,,,
5443,2020/5/27,551,5,5,1,Wednesday,2020,5,27,,,,,,,,,,,,,,,
5444,2020/5/28,343,3,4,3,Thursday,2020,5,28,,,,,,,,,,,,,,,
5445,2020/5/29,892,8,9,2,Friday,2020,5,29,,,,,,,,,,,,,,,
5446,2020/6/1,536,5,3,6,Monday,2020,6,1,,,,,,,,,,,,,,,
5447,2020/6/2,202,2,0,2,Tuesday,2020,6,2,,,,,,,,,,,,,,,
5448,2020/6/3,697,6,9,7,Wednesday,2020,6,3,,,,,,,,,,,,,,,
5449,2020/6/4,432,4,3,2,Thursday,2020,6,4,,,,,,,,,,,,,,,
5450,2020/6/5,863,8,6,3,Friday,2020,6,5,,,,,,,,,,,,,,,
5451,2020/6/8,507,5,0,7,Monday,2020,6,8,,,,,,,,,,,,,,,
5452,2020/6/9,744,7,4,4,Tuesday,2020,6,9,,,,,,,,,,,,,,,
5453,2020/6/10,774,7,7,4,Wednesday,2020,6,10,,,,,,,,,,,,,,,
5454,2020/6/11,383,3,8,3,Thursday,2020,6,11,,,,,,,,,,,,,,,
5455,2020/6/12,78,0,7,8,Friday,2020,6,12,,,,,,,,,,,,,,,
5456,2020/6/15,712,7,1,2,Monday,2020,6,15,,,,,,,,,,,,,,,
5457,2020/6/16,826,8,2,6,Tuesday,2020,6,16,,,,,,,,,,,,,,,
5458,2020/6/17,153,1,5,3,Wednesday,2020,6,17,,,,,,,,,,,,,,,
5459,2020/6/18,365,3,6,5,Thursday,2020,6,18,,,,,,,,,,,,,,,
5460,2020/6/19,734,7,3,4,Friday,2020,6,19,,,,,,,,,,,,,,,
5461,2020/6/22,197,1,9,7,Monday,2020,6,22,,,,,,,,,,,,,,,
5462,2020/6/23,988,9,8,8,Tuesday,2020,6,23,,,,,,,,,,,,,,,
5463,2020/6/24,550,5,5,0,Wednesday,2020,6,24,,,,,,,,,,,,,,,
5464,2020/6/25,981,9,8,1,Thursday,2020,6,25,,,,,,,,,,,,,,,
5465,2020/6/26,709,7,0,9,Friday,2020,6,26,,,,,,,,,,,,,,,
5466,2020/6/29,801,8,0,1,Monday,2020,6,29,,,,,,,,,,,,,,,
5467,2020/6/30,245,2,4,5,Tuesday,2020,6,30,,,,,,,,,,,,,,,
5468,2020/7/1,358,3,5,8,Wednesday,2020,7,1,,,,,,,,,,,,,,,
5469,2020/7/2,510,5,1,0,Thursday,2020,7,2,,,,,,,,,,,,,,,
5470,2020/7/3,464,4,6,4,Friday,2020,7,3,,,,,,,,,,,,,,,
5471,2020/7/6,337,3,3,7,Monday,2020,7,6,,,,,,,,,,,,,,,
5472,2020/7/7,112,1,1,2,Tuesday,2020,7,7,,,,,,,,,,,,,,,
5473,2020/7/8,24,0,2,4,Wednesday,2020,7,8,,,,,,,,,,,,,,,
5474,2020/7/9,339,3,3,9,Thursday,2020,7,9,,,,,,,,,,,,,,,
5475,2020/7/10,937,9,3,7,Friday,2020,7,10,,,,,,,,,,,,,,,
5476,2020/7/13,182,1,8,2,Monday,2020,7,13,,,,,,,,,,,,,,,
5477,2020/7/14,738,7,3,8,Tuesday,2020,7,14,,,,,,,,,,,,,,,
5478,2020/7/15,697,6,9,7,Wednesday,2020,7,15,,,,,,,,,,,,,,,
5479,2020/7/16,699,6,9,9,Thursday,2020,7,16,,,,,,,,,,,,,,,
5480,2020/7/17,613,6,1,3,Friday,2020,7,17,,,,,,,,,,,,,,,
5481,2020/7/20,350,3,5,0,Monday,2020,7,20,,,,,,,,,,,,,,,
5482,2020/7/21,378,3,7,8,Tuesday,2020,7,21,,,,,,,,,,,,,,,
5483,2020/7/22,637,6,3,7,Wednesday,2020,7,22,,,,,,,,,,,,,,,
5484,2020/7/23,97,0,9,7,Thursday,2020,7,23,,,,,,,,,,,,,,,
5485,2020/7/24,224,2,2,4,Friday,2020,7,24,,,,,,,,,,,,,,,
5486,2020/7/27,495,4,9,5,Monday,2020,7,27,,,,,,,,,,,,,,,
5487,2020/7/28,8,0,0,8,Tuesday,2020,7,28,,,,,,,,,,,,,,,
5488,2020/7/29,902,9,0,2,Wednesday,2020,7,29,,,,,,,,,,,,,,,
5489,2020/7/30,555,5,5,5,Thursday,2020,7,30,,,,,,,,,,,,,,,
5490,2020/7/31,130,1,3,0,Friday,2020,7,31,,,,,,,,,,,,,,,
5491,2020/8/3,9,0,0,9,Monday,2020,8,3,,,,,,,,,,,,,,,
5492,2020/8/4,113,1,1,3,Tuesday,2020,8,4,,,,,,,,,,,,,,,
5493,2020/8/5,229,2,2,9,Wednesday,2020,8,5,,,,,,,,,,,,,,,
5494,2020/8/6,796,7,9,6,Thursday,2020,8,6,,,,,,,,,,,,,,,
5495,2020/8/7,332,3,3,2,Friday,2020,8,7,,,,,,,,,,,,,,,
5496,2020/8/10,681,6,8,1,Monday,2020,8,10,,,,,,,,,,,,,,,
5497,2020/8/11,871,8,7,1,Tuesday,2020,8,11,,,,,,,,,,,,,,,
5498,2020/8/12,640,6,4,0,Wednesday,2020,8,12,,,,,,,,,,,,,,,
5499,2020/8/13,998,9,9,8,Thursday,2020,8,13,,,,,,,,,,,,,,,
5500,2020/8/14,132,1,3,2,Friday,2020,8,14,,,,,,,,,,,,,,,
5501,2020/8/17,946,9,4,6,Monday,2020,8,17,,,,,,,,,,,,,,,
5502,2020/8/18,858,8,5,8,Tuesday,2020,8,18,,,,,,,,,,,,,,,
5503,2020/8/19,884,8,8,4,Wednesday,2020,8,19,,,,,,,,,,,,,,,
5504,2020/8/20,611,6,1,1,Thursday,2020,8,20,,,,,,,,,,,,,,,
5505,2020/8/21,529,5,2,9,Friday,2020,8,21,,,,,,,,,,,,,,,
5506,2020/8/24,317,3,1,7,Monday,2020,8,24,,,,,,,,,,,,,,,
5507,2020/8/25,226,2,2,6,Tuesday,2020,8,25,,,,,,,,,,,,,,,
5508,2020/8/26,687,6,8,7,Wednesday,2020,8,26,,,,,,,,,,,,,,,
5509,2020/8/27,267,2,6,7,Thursday,2020,8,27,,,,,,,,,,,,,,,
5510,2020/8/28,930,9,3,0,Friday,2020,8,28,,,,,,,,,,,,,,,
5511,2020/8/31,443,4,4,3,Monday,2020,8,31,,,,,,,,,,,,,,,
5512,2020/9/1,838,8,3,8,Tuesday,2020,9,1,,,,,,,,,,,,,,,
5513,2020/9/2,995,9,9,5,Wednesday,2020,9,2,,,,,,,,,,,,,,,
5514,2020/9/3,716,7,1,6,Thursday,2020,9,3,,,,,,,,,,,,,,,
5515,2020/9/4,445,4,4,5,Friday,2020,9,4,,,,,,,,,,,,,,,
5516,2020/9/7,793,7,9,3,Monday,2020,9,7,,,,,,,,,,,,,,,
5517,2020/9/8,948,9,4,8,Tuesday,2020,9,8,,,,,,,,,,,,,,,
5518,2020/9/9,461,4,6,1,Wednesday,2020,9,9,,,,,,,,,,,,,,,
5519,2020/9/10,899,8,9,9,Thursday,2020,9,10,,,,,,,,,,,,,,,
5520,2020/9/11,195,1,9,5,Friday,2020,9,11,,,,,,,,,,,,,,,
5521,2020/9/14,46,0,4,6,Monday,2020,9,14,,,,,,,,,,,,,,,
5522,2020/9/15,848,8,4,8,Tuesday,2020,9,15,,,,,,,,,,,,,,,
5523,2020/9/16,927,9,2,7,Wednesday,2020,9,16,,,,,,,,,,,,,,,
5524,2020/9/17,376,3,7,6,Thursday,2020,9,17,,,,,,,,,,,,,,,
5525,2020/9/18,432,4,3,2,Friday,2020,9,18,,,,,,,,,,,,,,,
5526,2020/9/21,240,2,4,0,Monday,2020,9,21,,,,,,,,,,,,,,,
5527,2020/9/22,208,2,0,8,Tuesday,2020,9,22,,,,,,,,,,,,,,,
5528,2020/9/23,365,3,6,5,Wednesday,2020,9,23,,,,,,,,,,,,,,,
5529,2020/9/24,660,6,6,0,Thursday,2020,9,24,,,,,,,,,,,,,,,
5530,2020/9/25,40,0,4,0,Friday,2020,9,25,,,,,,,,,,,,,,,
5531,2020/9/28,932,9,3,2,Monday,2020,9,28,,,,,,,,,,,,,,,
5532,2020/9/29,969,9,6,9,Tuesday,2020,9,29,,,,,,,,,,,,,,,
5533,2020/9/30,130,1,3,0,Wednesday,2020,9,30,,,,,,,,,,,,,,,
5534,2020/10/1,659,6,5,9,Thursday,2020,10,1,,,,,,,,,,,,,,,
5535,2020/10/2,40,0,4,0,Friday,2020,10,2,,,,,,,,,,,,,,,
5536,2020/10/5,160,1,6,0,Monday,2020,10,5,,,,,,,,,,,,,,,
5537,2020/10/6,472,4,7,2,Tuesday,2020,10,6,,,,,,,,,,,,,,,
5538,2020/10/7,944,9,4,4,Wednesday,2020,10,7,,,,,,,,,,,,,,,
5539,2020/10/8,277,2,7,7,Thursday,2020,10,8,,,,,,,,,,,,,,,
5540,2020/10/9,820,8,2,0,Friday,2020,10,9,,,,,,,,,,,,,,,
5541,2020/10/12,979,9,7,9,Monday,2020,10,12,,,,,,,,,,,,,,,
5542,2020/10/13,300,3,0,0,Tuesday,2020,10,13,,,,,,,,,,,,,,,
5543,2020/10/14,424,4,2,4,Wednesday,2020,10,14,,,,,,,,,,,,,,,
5544,2020/10/15,650,6,5,0,Thursday,2020,10,15,,,,,,,,,,,,,,,
5545,2020/10/16,680,6,8,0,Friday,2020,10,16,,,,,,,,,,,,,,,
