id,age,job,marital,education,default,amount,housing,loan,contact,day,month,duration,campaign,previous,y
19558,52,blue-collar,married,primary,no,0.0,no,no,cellular,11,aug,,4,0,0
19559,30,management,single,tertiary,no,697.0,no,no,cellular,28,apr,167.74264321728242,2,8,1
19560,46,services,married,secondary,no,997.0,yes,no,sending _document,12,may,380.6907323841541,1,0,1
19561,31,management,single,secondary,no,360.0,yes,no,cellular,18,may,377.15717195598177,1,0,1
19562,39,management,married,tertiary,no,1981.0,no,no,cellular,21,aug,247.5313020193725,4,0,1
19563,51,unemployed,married,secondary,no,760.0,yes,no,sending _document,14,may,364.85154541121983,1,0,0
19564,48,unemployed,married,primary,no,0.0,no,no,cellular,29,jul,,2,0,0
19565,36,management,married,tertiary,no,1988.0,yes,yes,cellular,25,jul,420.8898714049543,2,0,0
19566,47,management,divorced,tertiary,no,-478.0,yes,no,sending _document,3,jun,270.005514921532,6,0,0
19567,31,unemployed,single,secondary,no,-15.0,yes,no,cellular,12,may,264.7618676476391,2,3,0
19568,30,technician,married,secondary,no,1.0,yes,no,sending _document,30,may,248.93356148350782,5,0,1
19569,52,technician,divorced,primary,no,1500.0,no,no,sending _document,15,may,263.4070953912704,3,0,0
19570,38,technician,single,tertiary,no,38.0,no,no,sending _document,16,jun,,1,0,0
19571,52,technician,married,secondary,no,172.0,yes,yes,cellular,8,aug,475.28912490271796,2,0,0
19572,58,blue-collar,married,secondary,no,1826.0,yes,no,sending _document,19,jun,372.252566259609,3,0,0
19573,23,student,single,tertiary,no,1592.0,no,no,cellular,10,aug,118.30649086942927,1,0,0
19574,31,admin.,married,secondary,no,113.0,yes,no,cellular,18,nov,286.0543433249672,3,0,0
19575,31,management,married,tertiary,no,2984.0,no,no,cellular,22,apr,,5,0,0
19576,37,management,married,tertiary,no,0.0,no,no,cellular,11,aug,272.42480063539807,4,0,1
19577,51,entrepreneur,single,tertiary,no,0.0,no,no,cellular,30,jan,214.84165416183947,1,0,0
19578,47,admin.,married,unknown,no,989.0,no,no,sending _document,19,jun,,1,0,0
19579,44,management,married,tertiary,no,446.0,no,no,cellular,25,jul,266.92454489060714,12,0,1
19580,33,services,married,secondary,no,244.0,yes,no,cellular,18,nov,359.54564937388903,2,0,0
19581,53,self-employed,single,secondary,no,186.0,no,no,cellular,21,nov,,2,0,0
19582,34,technician,married,secondary,no,357.0,yes,no,cellular,28,jul,276.2076040230578,20,0,0
19583,30,admin.,single,secondary,no,910.0,no,no,cellular,21,nov,,2,0,0
19584,32,technician,single,secondary,no,43.0,no,no,cellular,5,aug,,1,0,0
19585,31,management,married,tertiary,no,557.0,yes,no,cellular,18,jul,248.98523260048142,1,0,0
19586,45,entrepreneur,married,secondary,no,781.0,no,yes,cellular,17,nov,333.069059690548,2,2,0
19587,30,blue-collar,married,primary,no,307.0,yes,yes,cellular,8,jul,370.96082875827506,2,0,0
19588,33,blue-collar,single,secondary,no,-366.0,yes,no,sending _document,28,may,323.26342177145193,4,0,0
19589,53,blue-collar,married,unknown,no,960.0,no,yes,sending _document,24,jun,410.3044032698261,1,2,1
19590,29,blue-collar,married,secondary,no,8.0,yes,yes,cellular,10,jul,,1,0,1
19591,57,unemployed,married,secondary,no,3030.0,no,no,cellular,6,feb,,2,0,0
19592,44,technician,single,secondary,no,3959.0,yes,no,cellular,21,nov,408.0463294888301,1,0,0
19593,29,self-employed,single,tertiary,no,805.0,no,no,cellular,23,feb,228.6588989918344,1,7,1
19594,35,management,single,tertiary,no,3137.0,yes,no,sending _document,23,may,349.6057574856963,3,0,1
19595,39,blue-collar,married,primary,no,766.0,yes,no,sending _document,3,jun,,3,0,1
19596,60,technician,married,secondary,no,0.0,yes,no,sending _document,6,jun,410.7708579367512,3,0,1
19597,49,entrepreneur,married,primary,no,5380.0,yes,no,sending _document,4,jun,418.641020103042,4,0,1
19598,32,technician,single,secondary,no,930.0,yes,no,sending _document,21,may,312.8552758102119,1,0,1
19599,39,blue-collar,married,secondary,no,439.0,yes,no,sending _document,23,may,310.0248509429049,3,0,0
19600,51,services,divorced,secondary,no,242.0,no,yes,cellular,14,jul,242.6354388234738,4,0,0
19601,56,retired,married,secondary,no,2749.0,yes,yes,cellular,17,nov,500.3316978393934,1,2,0
19602,46,unemployed,married,secondary,no,926.0,no,no,cellular,7,jul,248.98529710176663,5,0,1
19603,40,technician,single,secondary,no,191.0,yes,no,cellular,18,may,293.4927353700838,4,1,0
19604,31,technician,single,secondary,no,105.0,no,no,cellular,25,aug,,4,0,0
19605,31,management,single,tertiary,no,522.0,no,no,telephone,29,mar,,4,0,0
19606,40,blue-collar,married,primary,no,2364.0,yes,no,cellular,20,apr,313.9966314945002,4,0,1
19607,39,technician,divorced,secondary,no,411.0,yes,no,cellular,7,may,277.39497060493017,2,0,0
19608,40,management,married,tertiary,no,558.0,no,no,cellular,28,aug,,5,0,0
19609,38,management,married,unknown,no,76.0,no,no,cellular,16,mar,182.7839488181878,1,0,0
19610,49,management,married,tertiary,no,3237.0,yes,no,sending _document,5,may,377.2952380300754,3,0,1
19611,41,blue-collar,married,secondary,no,0.0,no,no,cellular,13,may,195.32507930358426,4,0,1
19612,31,technician,single,tertiary,no,969.0,no,no,cellular,15,jun,,1,0,0
19613,22,services,single,secondary,no,395.0,yes,no,sending _document,13,may,290.5292435324036,1,0,0
19614,34,blue-collar,single,secondary,no,13408.0,no,no,cellular,1,apr,,2,0,0
19615,57,entrepreneur,married,secondary,no,1179.0,no,no,cellular,19,aug,238.90483766765504,2,0,0
19616,25,technician,single,secondary,no,1105.0,yes,no,cellular,30,apr,270.6528319832523,1,1,0
19617,43,blue-collar,married,secondary,no,314.0,yes,yes,cellular,20,apr,446.2392040878756,3,2,1
19618,46,housemaid,married,primary,no,1175.0,no,no,cellular,7,aug,,2,0,0
19619,70,retired,married,primary,no,3782.0,no,no,cellular,22,sep,373.8051684727916,2,1,1
19620,33,self-employed,single,tertiary,no,1354.0,yes,no,cellular,20,nov,261.8877270086451,2,0,0
19621,30,management,married,tertiary,no,1165.0,yes,yes,cellular,14,aug,,2,0,1
19622,39,entrepreneur,married,tertiary,yes,-172.0,yes,no,cellular,15,may,269.30575848696225,2,0,0
19623,42,blue-collar,divorced,secondary,no,1037.0,no,no,sending _document,5,jun,,1,0,0
19624,41,technician,divorced,secondary,no,88.0,no,no,cellular,29,aug,,2,0,0
19625,50,housemaid,single,secondary,no,799.0,no,no,telephone,28,jan,,1,0,0
19626,47,technician,married,secondary,no,826.0,yes,no,telephone,18,nov,442.9147052980171,3,8,1
19627,45,management,married,tertiary,no,-206.0,yes,no,cellular,6,may,348.51474186377413,2,0,0
19628,32,admin.,single,secondary,no,10218.0,yes,no,cellular,19,nov,280.6053173860668,2,0,0
19629,29,blue-collar,married,primary,no,258.0,yes,no,sending _document,26,may,329.6348706608367,1,0,0
19630,45,blue-collar,married,primary,no,789.0,no,yes,cellular,29,jan,407.26108481484357,1,0,1
19631,55,management,divorced,tertiary,no,1598.0,no,no,cellular,22,aug,259.98431289662227,4,0,1
19632,26,admin.,single,tertiary,no,449.0,yes,no,cellular,5,may,248.8049945147145,1,0,0
19633,48,admin.,single,secondary,no,479.0,yes,yes,sending _document,18,jun,463.11799571436484,3,0,0
19634,27,student,single,secondary,no,268.0,yes,no,cellular,13,may,286.0969495955726,1,2,0
19635,40,blue-collar,married,secondary,no,1245.0,yes,no,sending _document,9,may,391.8571196344115,1,0,1
19636,40,housemaid,married,secondary,no,163.0,no,no,cellular,13,aug,249.50940864886923,7,0,0
19637,55,self-employed,married,secondary,no,2387.0,yes,no,cellular,25,jul,320.1516134086667,4,0,0
19638,31,management,single,tertiary,no,338.0,yes,yes,telephone,14,jul,407.5083588250461,2,0,0
19639,31,management,married,tertiary,no,3154.0,no,no,cellular,21,nov,,2,0,0
19640,28,services,married,secondary,no,458.0,yes,no,cellular,13,may,278.3175104733633,11,0,1
19641,44,blue-collar,married,primary,no,2791.0,no,no,sending _document,18,jun,,1,0,0
19642,48,management,married,tertiary,no,190.0,no,no,cellular,25,aug,221.0881926397431,22,0,0
19643,39,blue-collar,married,secondary,no,334.0,yes,no,telephone,24,jul,360.0874060152258,4,0,1
19644,51,technician,divorced,secondary,no,131.0,yes,no,cellular,18,nov,337.5248964474101,1,0,0
19645,28,management,single,tertiary,no,5549.0,no,no,cellular,28,jul,99.84110347833341,6,0,1
19646,50,management,divorced,tertiary,no,1349.0,yes,yes,cellular,28,jan,502.5657232003383,1,0,1
19647,49,admin.,divorced,primary,no,112.0,yes,no,cellular,13,may,376.34861835635354,1,0,0
19648,31,blue-collar,married,secondary,no,23.0,no,yes,cellular,6,feb,261.5288992285705,5,0,0
19649,51,retired,married,primary,no,34.0,yes,no,cellular,16,jul,428.8130216869512,2,0,1
19650,40,blue-collar,married,secondary,no,632.0,no,no,cellular,5,feb,,2,0,0
19651,60,management,married,tertiary,no,5041.0,no,no,telephone,4,nov,228.49383570253633,1,0,0
19652,32,unemployed,divorced,primary,no,0.0,no,no,cellular,15,jul,267.0072768542637,4,0,1
19653,37,management,married,tertiary,no,0.0,yes,no,cellular,11,may,349.22688661393306,2,0,1
19654,35,technician,married,secondary,no,31.0,no,no,cellular,25,aug,,8,0,0
19655,28,admin.,single,secondary,no,144.0,no,yes,cellular,8,jul,,1,0,0
19656,42,technician,single,secondary,no,60.0,yes,yes,cellular,30,jan,488.9305018647285,2,1,1
19657,43,blue-collar,married,primary,no,0.0,yes,no,sending _document,3,jun,363.21778625794434,3,0,1
19658,41,admin.,married,secondary,no,158.0,yes,no,cellular,24,mar,314.7097232351238,2,0,0
19659,37,management,married,tertiary,no,5205.0,yes,no,sending _document,23,may,258.44104289669315,2,0,0
19660,34,admin.,single,secondary,no,239.0,no,no,sending _document,5,oct,,1,0,0
19661,31,blue-collar,single,secondary,no,184.0,yes,no,cellular,15,may,272.1828569372924,1,0,0
19662,30,management,single,tertiary,no,2.0,yes,yes,cellular,25,jul,435.3116907800059,8,0,1
19663,34,blue-collar,married,secondary,no,1897.0,yes,yes,cellular,19,nov,435.2393383680315,1,0,1
19664,49,unemployed,married,primary,no,-384.0,yes,no,sending _document,27,may,373.40931108474194,1,0,0
19665,56,blue-collar,single,secondary,no,6483.0,yes,no,cellular,16,apr,400.11860734026396,2,0,0
19666,52,management,married,tertiary,no,168.0,no,no,cellular,28,aug,316.8139761492576,4,0,1
19667,48,services,married,secondary,no,3726.0,yes,no,cellular,29,jul,319.24960460746934,2,0,0
19668,61,retired,married,tertiary,no,2557.0,yes,no,cellular,10,nov,490.83311811985124,1,4,1
19669,34,blue-collar,married,secondary,no,2447.0,yes,no,cellular,14,may,284.29819410168676,2,0,0
19670,40,admin.,married,tertiary,no,1.0,yes,no,telephone,22,may,403.23235411751676,3,0,1
19671,39,management,married,tertiary,no,0.0,no,no,sending _document,27,may,277.20029565121865,8,0,1
19672,49,services,married,secondary,no,3169.0,no,no,sending _document,9,jun,218.996743716711,1,0,0
19673,33,blue-collar,single,secondary,no,476.0,yes,yes,cellular,17,apr,419.993623329094,3,2,0
19674,51,admin.,married,secondary,no,1699.0,no,no,sending _document,5,jun,,2,0,0
19675,54,admin.,married,unknown,no,140.0,no,no,telephone,27,apr,218.70654020790394,2,2,0
19676,26,self-employed,single,tertiary,no,553.0,no,no,cellular,30,apr,,3,0,0
19677,33,technician,single,secondary,no,374.0,yes,yes,sending _document,2,jun,389.3429308162213,1,0,0
19678,31,management,married,tertiary,no,3739.0,no,no,cellular,11,aug,89.25463010335135,3,0,0
19679,39,management,married,tertiary,no,2271.0,yes,no,sending _document,21,may,339.5563643617049,2,0,1
19680,33,management,married,tertiary,no,148.0,no,no,sending _document,20,may,243.42703015371214,1,0,1
19681,29,blue-collar,single,secondary,no,853.0,yes,no,sending _document,9,may,227.34601522589497,2,0,0
19682,47,services,married,secondary,no,543.0,yes,no,sending _document,15,may,324.80760766790354,1,0,0
19683,62,retired,married,primary,no,383.0,no,no,cellular,10,sep,262.49822227577795,1,0,0
19684,63,unknown,married,secondary,no,556.0,no,no,cellular,9,jul,,4,0,0
19685,35,services,married,unknown,no,2.0,no,no,sending _document,16,jun,195.04237097984443,1,0,1
19686,42,admin.,single,secondary,no,4343.0,no,no,cellular,31,jul,242.2508731321792,4,0,1
19687,31,management,single,tertiary,no,825.0,yes,no,sending _document,21,may,236.00303656851094,2,0,0
19688,27,technician,married,secondary,no,7102.0,yes,no,sending _document,30,may,346.7699520013497,9,0,1
19689,28,student,single,secondary,no,4793.0,no,no,sending _document,27,may,,1,0,0
19690,38,admin.,single,secondary,no,449.0,yes,no,cellular,19,nov,337.5610980963666,1,0,0
19691,49,blue-collar,married,secondary,no,3779.0,yes,no,cellular,12,aug,,9,0,1
19692,39,services,married,secondary,no,695.0,yes,no,sending _document,28,may,323.41664276331767,10,0,0
19693,45,management,married,tertiary,no,0.0,no,no,cellular,21,aug,,2,0,0
19694,43,services,married,secondary,no,2145.0,no,no,cellular,22,may,154.1551420240516,1,3,0
19695,36,blue-collar,single,primary,no,1313.0,yes,no,sending _document,20,jun,374.8050242380925,10,0,1
19696,36,entrepreneur,single,tertiary,no,658.0,yes,no,cellular,29,jan,254.88193272811202,1,3,0
19697,36,blue-collar,married,secondary,no,-190.0,yes,no,sending _document,27,may,,2,0,1
19698,31,technician,single,secondary,no,4.0,yes,no,cellular,20,apr,262.9569791959375,3,0,0
19699,47,management,married,secondary,no,7.0,no,no,cellular,8,aug,,2,0,0
19700,47,unemployed,single,secondary,no,4819.0,no,no,cellular,18,nov,227.72739578190826,1,0,0
19701,34,technician,single,secondary,no,399.0,yes,no,sending _document,2,jun,354.02260028216034,3,0,1
19702,30,technician,married,secondary,no,776.0,no,no,cellular,7,aug,,1,2,0
19703,48,management,married,tertiary,no,1167.0,yes,yes,cellular,26,jan,540.1482459527969,4,4,1
19704,58,entrepreneur,married,secondary,no,496.0,no,no,cellular,22,apr,224.35712644173043,1,0,0
19705,34,blue-collar,single,secondary,no,1484.0,yes,no,sending _document,19,may,381.42877689235365,5,0,1
19706,32,technician,divorced,secondary,no,2870.0,no,no,cellular,18,aug,212.84895844471458,4,0,1
19707,55,services,single,secondary,no,-40.0,yes,no,sending _document,12,may,487.69815804842005,2,0,1
19708,55,entrepreneur,divorced,tertiary,no,372.0,yes,no,cellular,19,nov,,5,0,1
19709,38,blue-collar,married,secondary,no,49.0,yes,no,sending _document,9,may,235.30857779787837,2,0,0
19710,32,technician,single,secondary,yes,0.0,no,yes,cellular,16,jul,225.78692929420322,1,0,0
19711,49,services,married,secondary,no,2416.0,yes,no,cellular,16,apr,358.94844474140604,1,0,0
19712,30,services,married,secondary,no,-134.0,yes,yes,cellular,7,jul,419.39259100696347,1,0,0
19713,38,housemaid,divorced,secondary,no,216.0,no,no,cellular,7,jul,143.33709384282497,3,0,1
19714,38,technician,single,secondary,no,435.0,yes,no,cellular,6,may,329.22188585066635,4,1,0
19715,34,self-employed,married,primary,no,252.0,yes,yes,cellular,6,may,416.90338767568124,1,0,0
19716,46,admin.,married,secondary,no,556.0,yes,yes,sending _document,15,may,505.53700798166165,3,0,1
19717,33,blue-collar,married,secondary,no,0.0,yes,no,sending _document,27,may,302.565419341042,1,0,1
19718,40,self-employed,married,secondary,no,31.0,yes,no,cellular,16,apr,303.18175338989994,2,6,0
19719,54,management,single,tertiary,no,2419.0,yes,no,cellular,12,aug,,2,0,1
19720,51,technician,married,secondary,no,0.0,yes,no,cellular,17,nov,406.95688402674966,1,0,0
19721,26,blue-collar,married,secondary,no,0.0,yes,yes,telephone,30,jul,340.13098558209714,20,0,0
19722,29,blue-collar,single,secondary,no,558.0,yes,no,cellular,11,may,234.41427155112484,1,0,0
19723,29,services,married,secondary,no,-597.0,no,no,cellular,7,jul,,2,0,0
19724,46,technician,single,unknown,no,578.0,no,no,cellular,28,jan,214.65284202688701,3,0,0
19725,29,entrepreneur,married,secondary,no,178.0,yes,no,cellular,5,may,278.8418643498283,4,0,0
19726,59,management,married,tertiary,no,3342.0,no,no,cellular,18,mar,,2,6,0
19727,32,blue-collar,married,primary,no,0.0,yes,no,cellular,20,apr,303.59888307417515,3,1,0
19728,59,retired,married,primary,no,6955.0,no,yes,sending _document,20,jun,375.2816664017504,10,0,1
19729,57,retired,married,primary,no,1947.0,no,no,cellular,3,sep,327.4824562302344,1,7,1
19730,33,management,married,tertiary,no,876.0,no,no,sending _document,20,may,,2,0,0
19731,52,unemployed,divorced,secondary,no,230.0,no,no,cellular,24,dec,260.3954012039103,2,0,1
19732,31,services,married,secondary,no,2423.0,yes,yes,cellular,11,may,,3,1,1
19733,51,retired,divorced,secondary,no,343.0,yes,no,sending _document,30,may,446.4926442641756,2,0,1
19734,53,housemaid,married,primary,no,3166.0,no,no,sending _document,20,jun,376.9854936142005,12,0,1
19735,40,services,married,secondary,no,900.0,yes,yes,cellular,14,jul,386.8397531195394,2,0,0
19736,45,blue-collar,married,primary,no,1291.0,yes,no,cellular,28,aug,331.70193947913054,17,0,0
19737,41,admin.,single,secondary,no,2015.0,yes,no,sending _document,29,may,386.1430294999949,10,0,1
19738,37,entrepreneur,married,tertiary,no,4798.0,yes,no,sending _document,20,may,327.62646861232486,2,0,0
19739,51,management,married,tertiary,no,176.0,yes,yes,sending _document,1,jun,564.3161624747731,1,2,1
19740,43,unemployed,married,secondary,no,775.0,no,no,cellular,16,dec,243.15077358512994,1,2,0
19741,34,blue-collar,married,secondary,no,634.0,no,yes,cellular,12,may,332.80940074435176,3,0,1
19742,36,management,divorced,tertiary,no,14930.0,no,no,cellular,23,jul,214.58469871609174,1,0,0
19743,51,management,married,tertiary,no,1394.0,yes,no,cellular,5,aug,300.959904336824,1,0,0
19744,28,admin.,single,tertiary,no,449.0,no,no,cellular,1,jun,,1,0,0
19745,37,services,married,secondary,no,1399.0,yes,no,cellular,17,apr,,1,0,1
19746,60,services,married,secondary,no,8837.0,yes,no,sending _document,16,may,,4,0,1
19747,59,retired,single,secondary,no,2.0,no,no,telephone,2,feb,286.9584456348751,1,0,0
19748,47,management,married,tertiary,no,3158.0,yes,no,sending _document,14,may,313.62155951015006,1,0,0
19749,51,admin.,divorced,tertiary,no,66.0,yes,no,cellular,10,mar,376.37909253885965,1,2,0
19750,52,management,married,secondary,no,3258.0,no,no,sending _document,5,jun,,3,0,0
19751,29,management,single,tertiary,no,5359.0,no,no,cellular,18,feb,165.30194304488413,1,0,1
19752,33,services,single,secondary,no,-198.0,yes,no,cellular,15,may,284.3082742419897,1,3,0
19753,31,admin.,single,tertiary,no,4041.0,no,no,cellular,30,apr,,2,0,0
19754,38,management,married,tertiary,no,272.0,yes,no,cellular,24,jul,327.9739600796496,1,0,0
19755,49,blue-collar,married,primary,no,1536.0,yes,no,sending _document,19,may,295.68959268592516,2,0,0
19756,55,blue-collar,married,secondary,no,49.0,yes,no,cellular,7,jul,441.7485566090738,4,0,0
19757,48,technician,single,secondary,no,329.0,no,no,cellular,23,jul,242.9891954882172,1,0,0
19758,58,blue-collar,married,primary,no,1357.0,yes,no,sending _document,13,may,,2,0,1
19759,33,housemaid,married,tertiary,no,10.0,yes,no,cellular,20,apr,386.8409043054339,1,2,1
19760,24,blue-collar,single,secondary,no,630.0,yes,no,cellular,16,apr,240.51479032016903,1,0,0
19761,34,admin.,single,secondary,yes,7.0,no,no,sending _document,28,may,,2,0,0
19762,40,services,married,secondary,no,3164.0,yes,no,cellular,3,apr,296.1588404892698,2,0,0
19763,37,blue-collar,married,secondary,no,2848.0,yes,no,cellular,16,apr,327.16499341488776,2,3,0
19764,37,blue-collar,married,secondary,no,723.0,yes,no,cellular,18,nov,300.31910780193084,1,2,0
19765,32,admin.,single,tertiary,no,902.0,yes,no,cellular,18,may,291.3033334427065,7,0,0
19766,42,management,married,tertiary,no,-556.0,yes,yes,cellular,8,may,490.78983341473497,3,3,1
19767,38,services,married,secondary,no,507.0,yes,no,cellular,17,apr,280.20029856523723,1,1,0
19768,27,blue-collar,single,secondary,no,294.0,yes,no,cellular,18,may,355.7730535759041,2,0,1
19769,35,technician,married,secondary,no,0.0,yes,yes,cellular,17,nov,360.9811424062428,1,0,0
19770,30,unemployed,single,secondary,no,8304.0,no,no,cellular,20,apr,,1,0,0
19771,58,entrepreneur,married,primary,no,1657.0,no,no,sending _document,6,jun,,2,0,0
19772,34,technician,married,secondary,yes,-172.0,no,no,cellular,22,aug,,2,0,0
19773,58,services,married,secondary,no,12180.0,no,no,sending _document,16,jun,248.38252354050712,5,0,1
19774,47,management,single,tertiary,no,124.0,no,no,cellular,29,aug,232.1983353468598,15,0,0
19775,33,blue-collar,single,secondary,no,329.0,no,no,cellular,6,sep,,1,2,0
19776,76,retired,married,secondary,no,4112.0,no,no,telephone,23,oct,404.56297776845634,2,0,1
19777,43,blue-collar,married,primary,no,223.0,yes,no,cellular,4,feb,,2,2,1
19778,31,technician,married,secondary,no,0.0,no,no,cellular,14,jul,,3,0,0
19779,33,technician,married,secondary,no,95.0,no,no,cellular,28,aug,,19,0,0
19780,60,retired,married,tertiary,no,2261.0,no,no,sending _document,9,jun,290.23403024224643,1,0,0
19781,34,management,married,secondary,no,1007.0,yes,no,cellular,21,jul,273.4438267792053,2,0,0
19782,27,student,single,secondary,no,1625.0,no,no,cellular,2,feb,,5,0,0
19783,34,retired,married,primary,no,4499.0,no,no,sending _document,21,may,,1,0,0
19784,33,services,single,secondary,no,192.0,no,no,cellular,24,jul,,1,0,0
19785,48,blue-collar,single,secondary,no,44.0,yes,no,sending _document,6,may,363.7839293900092,1,0,0
19786,36,blue-collar,divorced,primary,no,0.0,no,no,cellular,14,may,,2,0,0
19787,61,housemaid,married,primary,no,175.0,no,no,telephone,3,dec,293.30333397423937,1,0,0
19788,36,blue-collar,single,secondary,no,1012.0,yes,yes,sending _document,6,jun,402.4383485247872,1,0,0
19789,63,retired,married,primary,no,0.0,no,no,cellular,20,aug,317.61277585600885,2,0,1
19790,60,technician,divorced,secondary,no,0.0,no,no,sending _document,6,jun,293.9078940881907,1,0,0
19791,35,technician,married,secondary,no,783.0,yes,no,cellular,16,apr,263.48939648668716,4,0,0
19792,33,technician,married,secondary,no,83.0,no,no,cellular,7,aug,242.96257299850487,2,0,0
19793,49,technician,married,secondary,no,1091.0,no,no,telephone,30,jul,,2,0,0
19794,45,blue-collar,married,primary,no,85.0,no,no,cellular,29,aug,232.15902423493054,4,0,0
19795,29,blue-collar,single,secondary,no,0.0,yes,no,cellular,5,feb,327.05243733115503,9,1,0
19796,25,blue-collar,single,secondary,no,0.0,no,no,telephone,8,jul,,1,0,0
19797,29,blue-collar,single,secondary,no,992.0,yes,yes,sending _document,28,may,361.90295165234124,2,0,0
19798,55,services,married,unknown,no,2944.0,no,no,cellular,27,aug,314.99907844777874,6,0,1
19799,31,technician,married,secondary,no,84.0,no,no,cellular,15,may,,2,0,0
19800,55,services,divorced,secondary,no,2166.0,yes,no,sending _document,28,may,361.2434430297968,17,0,0
19801,56,blue-collar,married,unknown,no,0.0,no,no,cellular,18,aug,229.2500492584237,3,0,0
19802,50,blue-collar,married,primary,no,3764.0,no,no,telephone,9,sep,249.61921606975125,2,4,0
19803,50,services,married,secondary,yes,892.0,yes,no,cellular,10,jul,387.6606758518825,1,0,0
19804,35,student,single,secondary,no,278.0,no,no,sending _document,21,sep,,1,0,0
19805,25,management,single,tertiary,no,436.0,no,no,cellular,30,apr,,2,0,0
19806,34,admin.,married,tertiary,no,10.0,no,no,cellular,22,may,,1,0,0
19807,47,blue-collar,married,secondary,no,323.0,no,no,sending _document,30,jun,,1,0,0
19808,32,management,married,tertiary,no,183.0,yes,no,cellular,7,aug,232.8995890472227,3,0,0
19809,34,blue-collar,divorced,unknown,no,172.0,no,no,cellular,15,jun,155.95542423633535,1,0,1
19810,32,blue-collar,married,primary,no,323.0,yes,no,sending _document,21,may,327.0795715913932,2,0,1
19811,52,management,divorced,tertiary,no,2104.0,no,no,cellular,3,jun,,2,0,0
19812,32,entrepreneur,divorced,secondary,no,1121.0,yes,yes,cellular,16,apr,350.8442793417675,3,0,1
19813,27,unemployed,single,secondary,no,3276.0,no,no,cellular,5,aug,,1,2,0
19814,37,admin.,divorced,secondary,no,315.0,yes,no,cellular,6,may,295.61723422022044,1,0,0
19815,49,admin.,married,secondary,no,1632.0,no,no,sending _document,6,jun,,1,0,0
19816,31,management,single,tertiary,no,2590.0,no,no,cellular,23,sep,,2,2,0
19817,39,blue-collar,single,secondary,no,393.0,yes,no,sending _document,11,jun,364.3340669929684,1,0,0
19818,59,retired,married,secondary,no,8107.0,no,no,sending _document,30,may,264.65764453538463,1,0,0
19819,31,services,married,secondary,no,37.0,yes,no,sending _document,14,may,336.6113415805821,1,0,0
19820,34,student,single,tertiary,no,1322.0,no,no,cellular,26,aug,,3,0,0
19821,33,blue-collar,married,secondary,no,312.0,yes,no,sending _document,4,jun,355.81155705246744,2,0,0
19822,33,management,married,tertiary,no,0.0,no,no,cellular,27,aug,,4,0,0
19823,59,management,married,primary,no,2345.0,yes,no,cellular,15,may,,1,0,1
19824,42,management,divorced,tertiary,no,1622.0,yes,no,cellular,12,aug,308.8234844952057,2,0,0
19825,35,entrepreneur,married,tertiary,no,129.0,yes,no,cellular,20,apr,358.94715798049924,3,5,0
19826,74,retired,married,tertiary,no,4912.0,no,no,telephone,20,apr,268.99296114418837,2,3,0
19827,44,management,married,tertiary,no,2876.0,no,no,sending _document,9,jun,,1,0,0
19828,33,management,divorced,tertiary,no,0.0,yes,no,cellular,8,may,251.01452052606896,2,0,0
19829,30,admin.,married,secondary,no,873.0,yes,no,telephone,12,nov,304.74764903423136,1,3,0
19830,45,admin.,divorced,primary,no,429.0,yes,no,cellular,22,apr,,1,1,1
19831,54,unemployed,single,primary,no,199.0,yes,no,cellular,21,nov,424.8976899006473,1,0,1
19832,50,blue-collar,married,primary,no,-37.0,yes,no,sending _document,12,may,350.2395835508787,3,0,0
19833,43,blue-collar,married,secondary,no,173.0,no,yes,telephone,9,jul,292.49941952776874,8,0,0
19834,47,management,single,tertiary,no,-230.0,no,no,cellular,4,feb,,1,0,0
19835,45,technician,single,secondary,no,11.0,no,no,cellular,22,aug,,1,0,0
19836,30,technician,married,secondary,no,6843.0,no,no,cellular,12,aug,,1,0,0
19837,30,technician,single,secondary,no,-123.0,no,yes,cellular,21,aug,238.0763733216933,2,0,0
19838,46,admin.,married,secondary,no,22.0,no,no,cellular,26,aug,278.2338461956614,6,0,1
19839,54,technician,divorced,secondary,no,51.0,yes,no,sending _document,13,may,399.07115489429697,1,0,0
19840,56,management,single,tertiary,no,6507.0,yes,yes,cellular,29,jan,537.5865003026925,1,1,1
19841,28,management,single,tertiary,no,187.0,no,no,cellular,9,mar,,1,0,0
19842,52,housemaid,married,primary,no,256.0,no,no,cellular,6,aug,227.22531612933358,1,0,0
19843,54,blue-collar,married,primary,no,-16.0,no,yes,telephone,8,jul,294.75106391540874,2,0,0
19844,46,technician,divorced,secondary,no,648.0,no,no,cellular,5,aug,,1,0,0
19845,38,blue-collar,married,secondary,no,1165.0,yes,no,cellular,13,aug,385.9464758197402,3,10,1
19846,40,management,single,secondary,no,1623.0,yes,no,cellular,17,nov,383.41275022846384,1,2,1
19847,35,blue-collar,married,primary,no,77.0,yes,no,sending _document,26,may,343.45788432323144,3,0,1
19848,34,technician,married,secondary,no,1026.0,no,no,cellular,12,nov,,1,6,0
19849,34,management,married,secondary,no,5127.0,no,yes,cellular,10,jul,277.0814688080682,2,0,0
19850,42,blue-collar,married,primary,no,695.0,yes,no,cellular,16,apr,319.06962381828714,2,0,0
19851,30,technician,married,secondary,no,66.0,no,yes,cellular,5,aug,291.262840168818,1,0,0
19852,34,blue-collar,single,secondary,no,47.0,yes,no,cellular,14,apr,370.0278905121931,1,2,1
