No,date,Lottery_result,Thousands,hundreds_place,tens_place,ones_place,Next_result
33,2025-02-19,9265,9,2,6,5,1890
34,2025-02-20,1890,1,8,9,0,6398
35,2025-02-21,6398,6,3,9,8,3026
36,2025-02-24,3026,3,0,2,6,9378
37,2025-02-25,9378,9,3,7,8,664
38,2025-02-26,664,0,6,6,4,3839
39,2025-02-27,3839,3,8,3,9,4968
40,2025-02-28,4968,4,9,6,8,1170
41,2025-03-03,1170,1,1,7,0,6318
42,2025-03-04,6318,6,3,1,8,8194
43,2025-03-05,8194,8,1,9,4,1781
44,2025-03-06,1781,1,7,8,1,948
45,2025-03-07,948,0,9,4,8,8256
46,2025-03-10,8256,8,2,5,6,8261
47,2025-03-11,8261,8,2,6,1,9200
48,2025-03-12,9200,9,2,0,0,384
49,2025-03-13,384,0,3,8,4,2853
50,2025-03-14,2853,2,8,5,3,7006
51,2025-03-17,7006,7,0,0,6,9843
52,2025-03-18,9843,9,8,4,3,1087
53,2025-03-19,1087,1,0,8,7,8555
54,2025-03-20,8555,8,5,5,5,1431
55,2025-03-21,1431,1,4,3,1,488
56,2025-03-24,488,0,4,8,8,2191
57,2025-03-25,2191,2,1,9,1,8397
58,2025-03-26,8397,8,3,9,7,745
59,2025-03-27,745,0,7,4,5,6185
60,2025-03-28,6185,6,1,8,5,8221
61,2025-03-31,8221,8,2,2,1,3671
62,2025-04-01,3671,3,6,7,1,1695
63,2025-04-02,1695,1,6,9,5,7892
64,2025-04-03,7892,7,8,9,2,9721
65,2025-04-04,9721,9,7,2,1,2078
66,2025-04-07,2078,2,0,7,8,4417
67,2025-04-08,4417,4,4,1,7,4013
68,2025-04-09,4013,4,0,1,3,7856
69,2025-04-10,7856,7,8,5,6,7011
70,2025-04-11,7011,7,0,1,1,1820
71,2025-04-14,1820,1,8,2,0,2166
72,2025-04-15,2166,2,1,6,6,7555
73,2025-04-16,7555,7,5,5,5,8842
74,2025-04-17,8842,8,8,4,2,4811
75,2025-04-18,4811,4,8,1,1,7834
76,2025-04-21,7834,7,8,3,4,6697
77,2025-04-22,6697,6,6,9,7,7059
78,2025-04-23,7059,7,0,5,9,9686
79,2025-04-24,9686,9,6,8,6,4071
80,2025-04-25,4071,4,0,7,1,1670
81,2025-04-28,1670,1,6,7,0,3449
82,2025-04-29,3449,3,4,4,9,5323
83,2025-04-30,5323,5,3,2,3,8968
84,2025-05-01,8968,8,9,6,8,2948
85,2025-05-02,2948,2,9,4,8,8391
86,2025-05-05,8391,8,3,9,1,81
87,2025-05-06,81,0,0,8,1,1952
88,2025-05-07,1952,1,9,5,2,8156
89,2025-05-08,8156,8,1,5,6,1883
90,2025-05-09,1883,1,8,8,3,8892
91,2025-05-12,8892,8,8,9,2,9565
92,2025-05-13,9565,9,5,6,5,1898
93,2025-05-14,1898,1,8,9,8,4368
94,2025-05-15,4368,4,3,6,8,4116
95,2025-05-16,4116,4,1,1,6,9601
96,2025-05-19,9601,9,6,0,1,6418
97,2025-05-20,6418,6,4,1,8,2762
98,2025-05-21,2762,2,7,6,2,9899
99,2025-05-22,9899,9,8,9,9,2718
100,2025-05-23,2718,2,7,1,8,9115
101,2025-05-26,9115,9,1,1,5,3697
102,2025-05-27,3697,3,6,9,7,7357
103,2025-05-28,7357,7,3,5,7,6779
104,2025-05-29,6779,6,7,7,9,7141
105,2025-05-30,7141,7,1,7,1,2839
106,2025-06-02,2839,2,8,3,9,2370
107,2025-06-03,2370,2,3,7,0,5944
108,2025-06-04,5944,5,9,4,4,9318
109,2025-06-05,9318,9,3,1,8,6563
110,2025-06-06,6563,6,5,6,3,5084
111,2025-06-09,5084,5,0,8,4,3142
112,2025-06-10,3142,3,1,4,2,3176
113,2025-06-11,3176,3,1,7,6,7666
114,2025-06-12,7666,7,6,6,6,2482
115,2025-06-13,2482,2,4,8,2,6326
116,2025-06-16,6326,6,3,2,6,975
117,2025-06-17,975,0,9,7,5,7592
118,2025-06-18,7592,7,5,9,2,5354
119,2025-06-19,5354,5,3,5,4,7102
120,2025-06-20,7102,7,1,0,2,4804
121,2025-06-23,4804,4,8,0,4,1351
122,2025-06-24,1351,1,3,5,1,8174
123,2025-06-25,8174,8,1,7,4,8622
124,2025-06-26,8622,8,6,2,2,2940
125,2025-06-27,2940,2,9,4,0,6757
126,2025-06-30,6757,6,7,5,7,5261
127,2025-07-01,5261,5,2,6,1,3099
128,2025-07-02,3099,3,0,9,9,1479
129,2025-07-03,1479,1,4,7,9,2452
130,2025-07-04,2452,2,4,5,2,9181
131,2025-07-07,9181,9,1,8,1,2982
132,2025-07-08,2982,2,9,8,2,5358
133,2025-07-09,5358,5,3,5,8,4790
134,2025-07-10,4790,4,7,9,0,172
135,2025-07-11,172,0,1,7,2,5295
136,2025-07-14,5295,5,2,9,5,5552
137,2025-07-15,5552,5,5,5,2,2037
138,2025-07-16,2037,2,0,3,7,2337
139,2025-07-17,2337,2,3,3,7,2460
140,2025-07-18,2460,2,4,6,0,7780
141,2025-07-21,7780,7,7,8,0,8714
142,2025-07-22,8714,8,7,1,4,5493
143,2025-07-23,5493,5,4,9,3,7924
144,2025-07-24,7924,7,9,2,4,5454
145,2025-07-25,5454,5,4,5,4,6710
146,2025-07-28,6710,6,7,1,0,1592
147,2025-07-29,1592,1,5,9,2,3175
148,2025-07-30,3175,3,1,7,5,536
149,2025-07-31,536,0,5,3,6,3497
150,2025-08-01,3497,3,4,9,7,3080
151,2025-08-04,3080,3,0,8,0,1027
152,2025-08-05,1027,1,0,2,7,4876
153,2025-08-06,4876,4,8,7,6,5835
154,2025-08-07,5835,5,8,3,5,1365
154,2025-08-08,1365,1,3,6,5,6014
155,2025-08-11,6014,6,0,1,4,2458
156,2025-08-12,2458,2,4,5,8,5541
157,2025-08-13,5541,5,5,4,1,6362
158,2025-08-14,6362,6,3,6,2,5140
159,2025-08-15,5140,5,1,4,0,9959
160,2025-08-18,9959,9,9,5,9,9288
161,2025-08-19,9288,9,2,8,8,8749
162,2025-08-20,8749,8,7,4,9,5806
163,2025-08-21,5806,5,8,0,6,9660
164,2025-08-22,9660,9,6,6,0,9463
167,2025-08-25,9463,9,4,6,3,1624
168,2025-08-26,1624,1,6,2,4,6694
169,2025-08-27,6694,6,6,9,4,774
170,2025-08-28,774,0,7,7,4,1929
171,2025-08-29,1929,1,9,2,9,549
172,2025-09-01,549,0,5,4,9,538
173,2025-09-02,538,0,5,3,8,4598
174,2025-09-03,4598,4,5,9,8,3376
175,2025-09-04,3376,3,3,7,6,1871
176,2025-09-05,1871,1,8,7,1,2841
177,2025-09-08,2841,2,8,4,1,5260
178,2025-09-09,5260,5,2,6,0,2679
179,2025-09-10,2679,2,6,7,9,7961
180,2025-09-11,7961,7,9,6,1,8991
181,2025-09-12,8991,8,9,9,1,6867
182,2025-09-15,6867,6,8,6,7,1314
183,2025-09-16,1314,1,3,1,4,7604
184,2025-09-17,7604,7,6,0,4,6152
185,2025-09-18,6152,6,1,5,2,8721
186,2025-09-19,8721,8,7,2,1,5808
187,2025-09-22,5808,5,8,0,8,4787
188,2025-09-23,4787,4,7,8,7,2477
189,2025-09-24,2477,2,4,7,7,7728
190,2025-09-25,7728,7,7,2,8,1540
191,2025-09-26,1540,1,5,4,0,12
192,2025-09-29,12,0,0,1,2,7765
193,2025-09-30,7765,7,7,6,5,5280
194,2025-10-01,5280,5,2,8,0,1916
195,2025-10-02,1916,1,9,1,6,2964
196,2025-10-03,2964,2,9,6,4,933
197,2025-10-06,933,0,9,3,3,7717
198,2025-10-07,7717,7,7,1,7,220
199,2025-10-08,220,0,2,2,0,6352
200,2025-10-09,6352,6,3,5,2,3148
201,2025-10-10,3148,3,1,4,8,6896
202,2025-10-13,6896,6,8,9,6,4706
203,2025-10-14,4706,4,7,0,6,1350
204,2025-10-15,1350,1,3,5,0,4325
205,2025-10-16,4325,4,3,2,5,5441
206,2025-10-17,5441,5,4,4,1,100
207,2025-10-20,100,0,1,0,0,8607
208,2025-10-21,8607,8,6,0,7,2326
209,2025-10-22,2326,2,3,2,6,8612
210,2025-10-23,8612,8,6,1,2,4591
211,2025-10-24,4591,4,5,9,1,523
212,2025-10-27,523,0,5,2,3,17
213,2025-10-28,17,0,0,1,7,4714
214,2025-10-29,4714,4,7,1,4,8726
215,2025-10-30,8726,8,7,2,6,137
216,2025-10-31,137,0,1,3,7,9275
217,2025-11-03,9275,9,2,7,5,9227
218,2025-11-04,9227,9,2,2,7,5282
219,2025-11-05,5282,5,2,8,2,2981
220,2025-11-06,2981,2,9,8,1,3049
221,2025-11-07,3049,3,0,4,9,6727
222,2025-11-10,6727,6,7,2,7,3403
223,2025-11-11,3403,3,4,0,3,2123
224,2025-11-12,2123,2,1,2,3,9991
225,2025-11-13,9991,9,9,9,1,3116
226,2025-11-14,3116,3,1,1,6,1184
227,2025-11-17,1184,1,1,8,4,6444
228,2025-11-18,6444,6,4,4,4,5186
229,2025-11-19,5186,5,1,8,6,4693
230,2025-11-20,4693,4,6,9,3,9741
231,2025-11-21,9741,9,7,4,1,1258
232,2025-11-24,1258,1,2,5,8,5445
233,2025-11-25,5445,5,4,4,5,3324
234,2025-11-26,3324,3,3,2,4,2803
235,2025-11-27,2803,2,8,0,3,3076
236,2025-11-28,3076,3,0,7,6,5396
237,2025-12-01,5396,5,3,9,6,6936
238,2025-12-02,6936,6,9,3,6,7263
239,2025-12-03,7263,7,2,6,3,5571
240,2025-12-04,5571,5,5,7,1,4784
241,2025-12-05,4784,4,7,8,4,3493
242,2025-12-08,3493,3,4,9,3,3123
243,2025-12-09,3123,3,1,2,3,5272
244,2025-12-10,5272,5,2,7,2,2208
245,2025-12-11,2208,2,2,0,8,2528
246,2025-12-12,2528,2,5,2,8,7221
247,2025-12-15,7221,7,2,2,1,2310
248,2025-12-16,2310,2,3,1,0,497
249,2025-12-17,497,0,4,9,7,5879
250,2025-12-18,5879,5,8,7,9,4944
251,2025-12-19,4944,4,9,4,4,9785
252,2025-12-22,9785,9,7,8,5,3278
253,2025-12-23,3278,3,2,7,8,3984
254,2025-12-24,3984,3,9,8,4,6333
255,2025-12-25,6333,6,3,3,3,4141
256,2025-12-26,4141,4,1,4,1,2121
257,2025-12-29,2121,2,1,2,1,7202
258,2025-12-30,7202,7,2,0,2,7526
1,2026-01-05,7526,7,5,2,6,2300
2,2026-01-06,2300,2,3,0,0,7263
3,2026-01-07,7263,7,2,6,3,1632
4,2026-01-08,1632,1,6,3,2,6551
5,2026-01-09,6551,6,5,5,1,2827
6,2026-01-12,2827,2,8,2,7,2699
7,2026-01-13,2699,2,6,9,9,2404
8,2026-01-14,2404,2,4,0,4,8060
9,2026-01-15,8060,8,0,6,0,6436
10,2026-01-16,6436,6,4,3,6,8174
11,2026-01-19,8174,8,1,7,4,9534
12,2026-01-20,9534,9,5,3,4,615
13,2026-01-21,615,0,6,1,5,6022
14,2026-01-22,6022,6,0,2,2,515
15,2026-01-23,515,0,5,1,5,176
16,2026-01-26,176,0,1,7,6,7964
17,2026-01-27,7964,7,9,6,4,4588
18,2026-01-28,4588,4,5,8,8,6120
19,2026-01-29,6120,6,1,2,0,9827
20,2026-01-30,9827,9,8,2,7,9945
21,2026-02-02,9945,9,9,4,5,3727
22,2026-02-03,3727,3,7,2,7,3834
23,2026-02-04,3834,3,8,3,4,5517
24,2026-02-05,5517,5,5,1,7,6403
25,2026-02-06,6403,6,4,0,3,3798
26,2026-02-09,3798,3,7,9,8,3395
27,2026-02-10,3395,3,3,9,5,7896
28,2026-02-11,7896,7,8,9,6,5004
29,2026-02-12,5004,5,0,0,4,6376
30,2026-02-13,6376,6,3,7,6,6978
31,2026-02-16,6978,6,9,7,8,505
32,2026-02-17,505,0,5,0,5,8440
33,2026-02-18,8440,8,4,4,0,9166
34,2026-02-19,9166,9,1,6,6,3115
35,2026-02-20,3115,3,1,1,5,2476
36,2026-02-23,2476,2,4,7,6,9508
37,2026-02-24,9508,9,5,0,8,1918
38,2026-02-25,1918,1,9,1,8,3099
39,2026-02-26,3099,3,0,9,9,2586
40,2026-02-27,2586,2,5,8,6,7626
41,2026-03-02,7626,7,6,2,6,9087
42,2026-03-03,9087,9,0,8,7,8404
43,2026-03-04,8404,8,4,0,4,2852
44,2026-03-05,2852,2,8,5,2,7592
45,2026-03-06,7592,7,5,9,2,4819
46,2026-03-09,4819,4,8,1,9,2631
47,2026-03-10,2631,2,6,3,1,6092
48,2026-03-11,6092,6,0,9,2,9420
49,2026-03-12,9420,9,4,2,0,247
50,2026-03-13,247,0,2,4,7,3421
51,2026-03-16,3421,3,4,2,1,2295
52,2026-03-17,2295,2,2,9,5,6449
53,2026-03-18,6449,6,4,4,9,6454
54,2026-03-19,6454,6,4,5,4,9781
55,2026-03-20,9781,9,7,8,1,3851
56,2026-03-23,3851,3,8,5,1,9577
57,2026-03-24,9577,9,5,7,7,5452
